sensor_id,sensor_type,manufacturer,total_readings,data_quality_rate,avg_amplitude,first_reading,last_reading
100,Accelerometer,,236,0.8177966101694916,0.19509734991559033,2024-01-01,2024-01-01
101,Accelerometer,,216,0.7685185185185185,0.5673178953929218,2024-01-01,2024-01-01
102,Accelerometer,,216,0.8194444444444444,-0.06463303958514223,2024-01-01,2024-01-01
103,Geophone,,216,0.8148148148148148,-0.12053441908857268,2024-01-01,2024-01-01
104,Hydrophone,,216,0.8148148148148148,0.4605911108492701,2024-01-01,2024-01-01
105,Accelerometer,,216,0.8287037037037037,-0.38829935411060296,2024-01-01,2024-01-01
106,Geophone,,216,0.8287037037037037,0.2332119701637162,2024-01-01,2024-01-01
107,Accelerometer,,216,0.8240740740740741,0.2992331393201042,2024-01-01,2024-01-01
108,Hydrophone,,216,0.7638888888888888,-0.41569151019643025,2024-01-01,2024-01-01
109,Geophone,,216,0.8101851851851852,-0.07095371598929719,2024-01-01,2024-01-01
110,Geophone,,216,0.8148148148148148,-0.5073153880183343,2024-01-01,2024-01-01
111,Geophone,,216,0.7916666666666666,-0.67100365590994,2024-01-01,2024-01-01
112,Accelerometer,,216,0.8703703703703703,0.9464039593866026,2024-01-01,2024-01-01
113,Hydrophone,,216,0.7916666666666666,0.07163331172153077,2024-01-01,2024-01-01
114,Accelerometer,,216,0.8287037037037037,0.4706260037966314,2024-01-01,2024-01-01
115,Accelerometer,,216,0.8518518518518519,0.15541844131938112,2024-01-01,2024-01-01
116,Accelerometer,,216,0.7962962962962963,-0.08262315410084556,1995-01-01 00:00:00,2024-01-01
117,Hydrophone,,216,0.7824074074074074,0.22696036029212824,1995-01-01 00:00:00,2003-11-30 00:00:00
118,Hydrophone,,216,0.8240740740740741,0.022172512474092528,1995-01-01 00:00:00,2003-11-30 00:00:00
119,Geophone,,216,0.8009259259259259,-0.25887281738950146,1995-01-01 00:00:00,2003-11-30 00:00:00
120,Hydrophone,,216,0.8657407407407407,-0.8811721962626217,1995-01-01 00:00:00,2003-11-30 00:00:00
121,Hydrophone,,216,0.8703703703703703,0.6016139908022681,1995-01-01 00:00:00,2003-11-30 00:00:00
122,Accelerometer,,216,0.8009259259259259,-0.23524478210254446,1995-01-01 00:00:00,2003-11-30 00:00:00
123,Accelerometer,,216,0.7777777777777778,0.573908458116558,1995-01-01 00:00:00,2003-11-30 00:00:00
124,Geophone,,216,0.7361111111111112,-0.3453528239286179,1995-01-01 00:00:00,2003-11-30 00:00:00
125,Geophone,,216,0.7453703703703703,-0.09613700185859747,1995-01-01 00:00:00,2003-11-30 00:00:00
126,Hydrophone,,216,0.8009259259259259,0.4067270967223102,1995-01-01 00:00:00,2003-11-30 00:00:00
127,Geophone,,216,0.8009259259259259,-0.3826444058288623,1995-01-01 00:00:00,2003-11-30 00:00:00
128,Accelerometer,,216,0.8379629629629629,-1.0922344090573661,1995-01-01 00:00:00,2003-11-30 00:00:00
129,Geophone,,216,0.8148148148148148,0.6025125393098136,1995-01-01 00:00:00,2003-11-30 00:00:00
130,Geophone,,216,0.7962962962962963,-0.12470068733231503,1995-01-01 00:00:00,2003-11-30 00:00:00
131,Hydrophone,,216,0.8287037037037037,0.7805113864720558,1995-01-01 00:00:00,2003-11-30 00:00:00
132,Hydrophone,,216,0.8240740740740741,-0.4703033451284596,1995-01-01 00:00:00,2003-11-30 00:00:00
133,Hydrophone,,216,0.7638888888888888,0.21632709676221487,1995-07-17 00:00:00,2024-01-01
134,Accelerometer,,216,0.7916666666666666,0.254483473599302,2024-01-01,2024-01-01
135,Hydrophone,,216,0.8333333333333334,0.035969052705223915,2024-01-01,2024-01-01
136,Geophone,,216,0.8009259259259259,0.3396571149846918,2024-01-01,2024-01-01
137,Hydrophone,,216,0.8240740740740741,-0.09901341230229095,2024-01-01,2024-01-01
138,Geophone,,216,0.8240740740740741,-0.13321109633478853,2024-01-01,2024-01-01
139,Hydrophone,,216,0.8287037037037037,-0.11137487039107967,2024-01-01,2024-01-01
140,Geophone,,216,0.7962962962962963,0.2199454773562374,2024-01-01,2024-01-01
141,Accelerometer,,216,0.7962962962962963,0.037889988635908124,2024-01-01,2024-01-01
142,Accelerometer,,216,0.7592592592592593,-0.13616498733905177,2024-01-01,2024-01-01
143,Accelerometer,,216,0.8379629629629629,-0.5358412427896703,2024-01-01,2024-01-01
144,Hydrophone,,216,0.8101851851851852,-0.18168679072901053,2024-01-01,2024-01-01
145,Hydrophone,,216,0.8009259259259259,0.36602683527464114,2024-01-01,2024-01-01
146,Accelerometer,,216,0.8009259259259259,0.35414733428128614,2024-01-01,2024-01-01
147,Geophone,,216,0.8379629629629629,0.22442561894853566,2024-01-01,2024-01-01
148,Geophone,,216,0.8148148148148148,0.09474422565243137,2024-01-01,2024-01-01
149,Hydrophone,,216,0.8425925925925926,0.14973550022545237,2024-01-01,2024-01-01
